sobreviveu,classe,sexo,idade,irmaos_conjuges,pais_filhos,tarifa,porto embarque,classe_categoria,tipo_pessoa,homem_adulto,deck,cidade_embarque,sobreviveu_categorica,viajava_so
1,3,masculino,26.0,0,0,56.4958,S,Terceira,homem,VERDADEIRO,,Southampton,sim,VERDADEIRO
1,3,masculino,29.0,0,0,7.75,Q,Terceira,homem,VERDADEIRO,,Queenstown,sim,VERDADEIRO
0,3,masculino,,0,0,8.05,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,masculino,36.0,0,0,26.2875,S,Primeira,homem,VERDADEIRO,E,Southampton,sim,VERDADEIRO
1,1,feminino,54.0,1,0,59.4,C,Primeira,mulher,FALSO,,Cherbourg,sim,FALSO
0,3,masculino,24.0,0,0,7.4958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,1,masculino,47.0,0,0,34.0208,S,Primeira,homem,VERDADEIRO,D,Southampton,nao,VERDADEIRO
1,2,feminino,34.0,0,0,10.5,S,Segunda,mulher,FALSO,F,Southampton,sim,VERDADEIRO
0,3,masculino,,0,0,24.15,Q,Terceira,homem,VERDADEIRO,,Queenstown,nao,VERDADEIRO
1,2,feminino,36.0,1,0,26.0,S,Segunda,mulher,FALSO,,Southampton,sim,FALSO
0,3,masculino,32.0,0,0,7.8958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,feminino,30.0,0,0,93.5,S,Primeira,mulher,FALSO,B,Southampton,sim,VERDADEIRO
0,3,masculino,22.0,0,0,7.8958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,,0,0,7225,C,Terceira,homem,VERDADEIRO,,Cherbourg,nao,VERDADEIRO
1,1,feminino,44.0,0,1,57.9792,C,Primeira,mulher,FALSO,B,Cherbourg,sim,FALSO
0,3,masculino,,0,0,7.2292,C,Terceira,homem,VERDADEIRO,,Cherbourg,nao,VERDADEIRO
0,3,masculino,40.5,0,0,7.75,Q,Terceira,homem,VERDADEIRO,,Queenstown,nao,VERDADEIRO
1,2,feminino,50.0,0,0,10.5,S,Segunda,mulher,FALSO,,Southampton,sim,VERDADEIRO
0,1,masculino,,0,0,221.7792,S,Primeira,homem,VERDADEIRO,C,Southampton,nao,VERDADEIRO
0,3,masculino,39.0,0,0,7925,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,2,masculino,23.0,2,1,11.5,S,Segunda,homem,VERDADEIRO,,Southampton,nao,FALSO
1,2,feminino,2.0,1,1,26.0,S,Segunda,criança,FALSO,,Southampton,sim,FALSO
0,3,masculino,,0,0,7.2292,C,Terceira,homem,VERDADEIRO,,Cherbourg,nao,VERDADEIRO
0,3,masculino,17.0,1,1,7.2292,C,Terceira,homem,VERDADEIRO,,Cherbourg,nao,FALSO
1,3,feminino,,0,2,22.3583,C,Terceira,mulher,FALSO,,Cherbourg,sim,FALSO
0,3,feminino,30.0,0,0,8.6625,S,Terceira,mulher,FALSO,,Southampton,nao,VERDADEIRO
1,2,feminino,7.0,0,2,26.25,S,Segunda,criança,FALSO,,Southampton,sim,FALSO
0,1,masculino,45.0,0,0,26.55,S,Primeira,homem,VERDADEIRO,B,Southampton,nao,VERDADEIRO
1,1,feminino,30.0,0,0,106425,C,Primeira,mulher,FALSO,,Cherbourg,sim,VERDADEIRO
0,3,masculino,,0,0,14.5,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,feminino,22.0,0,2,49.5,C,Primeira,mulher,FALSO,B,Cherbourg,sim,FALSO
1,1,feminino,36.0,0,2,71.0,S,Primeira,mulher,FALSO,B,Southampton,sim,FALSO
0,3,feminino,9.0,4,2,31275,S,Terceira,criança,FALSO,,Southampton,nao,FALSO
0,3,feminino,11.0,4,2,31275,S,Terceira,criança,FALSO,,Southampton,nao,FALSO
1,2,masculino,32.0,1,0,26.0,S,Segunda,homem,VERDADEIRO,,Southampton,sim,FALSO
0,1,masculino,50.0,1,0,106425,C,Primeira,homem,VERDADEIRO,C,Cherbourg,nao,FALSO
0,1,masculino,64.0,0,0,26.0,S,Primeira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,2,feminino,19.0,1,0,26.0,S,Segunda,mulher,FALSO,,Southampton,sim,FALSO
1,2,masculino,,0,0,13.8625,C,Segunda,homem,VERDADEIRO,,Cherbourg,sim,VERDADEIRO
0,3,masculino,33.0,1,1,20525,S,Terceira,homem,VERDADEIRO,,Southampton,nao,FALSO
1,2,masculino,8.0,1,1,36.75,S,Segunda,criança,FALSO,,Southampton,sim,FALSO
1,1,masculino,17.0,0,2,110.8833,C,Primeira,homem,VERDADEIRO,C,Cherbourg,sim,FALSO
0,2,masculino,27.0,0,0,26.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,,0,0,7.8292,Q,Terceira,homem,VERDADEIRO,,Queenstown,nao,VERDADEIRO
1,3,masculino,22.0,0,0,7225,C,Terceira,homem,VERDADEIRO,,Cherbourg,sim,VERDADEIRO
1,3,feminino,22.0,0,0,7775,S,Terceira,mulher,FALSO,,Southampton,sim,VERDADEIRO
0,1,masculino,62.0,0,0,26.55,S,Primeira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,feminino,48.0,1,0,39.6,C,Primeira,mulher,FALSO,A,Cherbourg,sim,FALSO
0,1,masculino,,0,0,227525,C,Primeira,homem,VERDADEIRO,,Cherbourg,nao,VERDADEIRO
1,1,feminino,39.0,1,1,79.65,S,Primeira,mulher,FALSO,E,Southampton,sim,FALSO
1,3,feminino,36.0,1,0,17.4,S,Terceira,mulher,FALSO,,Southampton,sim,FALSO
0,3,masculino,,0,0,7.75,Q,Terceira,homem,VERDADEIRO,,Queenstown,nao,VERDADEIRO
0,3,masculino,40.0,0,0,7.8958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,2,masculino,28.0,0,0,13.5,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,,0,0,8.05,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,feminino,,0,0,8.05,S,Terceira,mulher,FALSO,,Southampton,nao,VERDADEIRO
0,3,masculino,24.0,2,0,24.15,S,Terceira,homem,VERDADEIRO,,Southampton,nao,FALSO
0,3,masculino,19.0,0,0,7.8958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,feminino,29.0,0,4,21075,S,Terceira,mulher,FALSO,,Southampton,nao,FALSO
0,3,masculino,,0,0,7.2292,C,Terceira,homem,VERDADEIRO,,Cherbourg,nao,VERDADEIRO
1,3,masculino,32.0,0,0,7.8542,S,Terceira,homem,VERDADEIRO,,Southampton,sim,VERDADEIRO
1,2,masculino,62.0,0,0,10.5,S,Segunda,homem,VERDADEIRO,,Southampton,sim,VERDADEIRO
1,1,feminino,53.0,2,0,51.4792,S,Primeira,mulher,FALSO,C,Southampton,sim,FALSO
1,1,masculino,36.0,0,0,26.3875,S,Primeira,homem,VERDADEIRO,E,Southampton,sim,VERDADEIRO
1,3,feminino,,0,0,7.75,Q,Terceira,mulher,FALSO,,Queenstown,sim,VERDADEIRO
0,3,masculino,16.0,0,0,8.05,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,19.0,0,0,14.5,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,2,feminino,34.0,0,0,13.0,S,Segunda,mulher,FALSO,,Southampton,sim,VERDADEIRO
1,1,feminino,39.0,1,0,55.9,S,Primeira,mulher,FALSO,E,Southampton,sim,FALSO
0,3,feminino,,1,0,14.4583,C,Terceira,mulher,FALSO,,Cherbourg,nao,FALSO
1,3,masculino,32.0,0,0,7925,S,Terceira,homem,VERDADEIRO,,Southampton,sim,VERDADEIRO
1,2,feminino,25.0,1,1,30.0,S,Segunda,mulher,FALSO,,Southampton,sim,FALSO
1,1,feminino,39.0,1,1,110.8833,C,Primeira,mulher,FALSO,C,Cherbourg,sim,FALSO
0,2,masculino,54.0,0,0,26.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,1,masculino,36.0,0,0,40125,C,Primeira,homem,VERDADEIRO,A,Cherbourg,nao,VERDADEIRO
0,3,masculino,,0,0,8.7125,C,Terceira,homem,VERDADEIRO,,Cherbourg,nao,VERDADEIRO
1,1,feminino,18.0,0,2,79.65,S,Primeira,mulher,FALSO,E,Southampton,sim,FALSO
0,2,masculino,47.0,0,0,15.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,masculino,60.0,1,1,79.2,C,Primeira,homem,VERDADEIRO,B,Cherbourg,sim,FALSO
0,3,masculino,22.0,0,0,8.05,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,,0,0,8.05,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,35.0,0,0,7125,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,feminino,52.0,1,0,78.2667,C,Primeira,mulher,FALSO,D,Cherbourg,sim,FALSO
0,3,masculino,47.0,0,0,7.25,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,feminino,,0,2,7.75,Q,Terceira,mulher,FALSO,,Queenstown,nao,FALSO
0,2,masculino,37.0,1,0,26.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,FALSO
0,3,masculino,36.0,1,1,24.15,S,Terceira,homem,VERDADEIRO,,Southampton,nao,FALSO
1,2,feminino,,0,0,33.0,S,Segunda,mulher,FALSO,,Southampton,sim,VERDADEIRO
0,3,masculino,49.0,0,0,0.0,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,,0,0,7225,C,Terceira,homem,VERDADEIRO,,Cherbourg,nao,VERDADEIRO
1,1,masculino,49.0,1,0,56.9292,C,Primeira,homem,VERDADEIRO,A,Cherbourg,sim,FALSO
1,2,feminino,24.0,2,1,27.0,S,Segunda,mulher,FALSO,,Southampton,sim,FALSO
0,3,masculino,,0,0,7.8958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,1,masculino,,0,0,42.4,S,Primeira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,44.0,0,0,8.05,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,masculino,35.0,0,0,26.55,C,Primeira,homem,VERDADEIRO,,Cherbourg,sim,VERDADEIRO
0,3,masculino,36.0,1,0,15.55,S,Terceira,homem,VERDADEIRO,,Southampton,nao,FALSO
0,3,masculino,30.0,0,0,7.8958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,masculino,27.0,0,0,30.5,S,Primeira,homem,VERDADEIRO,,Southampton,sim,VERDADEIRO
1,2,feminino,22.0,1,2,41.5792,C,Segunda,mulher,FALSO,,Cherbourg,sim,FALSO
1,1,feminino,40.0,0,0,153.4625,S,Primeira,mulher,FALSO,C,Southampton,sim,VERDADEIRO
0,3,feminino,39.0,1,5,31275,S,Terceira,mulher,FALSO,,Southampton,nao,FALSO
0,3,masculino,,0,0,7.05,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,3,feminino,,1,0,15.5,Q,Terceira,mulher,FALSO,,Queenstown,sim,FALSO
0,3,masculino,,0,0,7.75,Q,Terceira,homem,VERDADEIRO,,Queenstown,nao,VERDADEIRO
0,3,masculino,35.0,0,0,8.05,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,2,feminino,24.0,1,2,65.0,S,Segunda,mulher,FALSO,,Southampton,sim,FALSO
0,3,masculino,34.0,1,1,14.4,S,Terceira,homem,VERDADEIRO,,Southampton,nao,FALSO
0,3,feminino,26.0,1,0,16.1,S,Terceira,mulher,FALSO,,Southampton,nao,FALSO
1,2,feminino,4.0,2,1,39.0,S,Segunda,criança,FALSO,F,Southampton,sim,FALSO
0,2,masculino,26.0,0,0,10.5,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,27.0,1,0,14.4542,C,Terceira,homem,VERDADEIRO,,Cherbourg,nao,FALSO
1,1,masculino,42.0,1,0,52.5542,S,Primeira,homem,VERDADEIRO,D,Southampton,sim,FALSO
1,3,masculino,20.0,1,1,15.7417,C,Terceira,homem,VERDADEIRO,,Cherbourg,sim,FALSO
0,3,masculino,21.0,0,0,7.8542,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,21.0,0,0,16.1,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,1,masculino,61.0,0,0,32.3208,S,Primeira,homem,VERDADEIRO,D,Southampton,nao,VERDADEIRO
0,2,masculino,57.0,0,0,12.35,Q,Segunda,homem,VERDADEIRO,,Queenstown,nao,VERDADEIRO
1,1,feminino,21.0,0,0,77.9583,S,Primeira,mulher,FALSO,D,Southampton,sim,VERDADEIRO
0,3,masculino,26.0,0,0,7.8958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,,0,0,7.7333,Q,Terceira,homem,VERDADEIRO,,Queenstown,nao,VERDADEIRO
1,1,masculino,80.0,0,0,30.0,S,Primeira,homem,VERDADEIRO,A,Southampton,sim,VERDADEIRO
0,3,masculino,51.0,0,0,7.0542,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,masculino,32.0,0,0,30.5,C,Primeira,homem,VERDADEIRO,B,Cherbourg,sim,VERDADEIRO
0,1,masculino,,0,0,0.0,S,Primeira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,feminino,9.0,3,2,27.9,S,Terceira,criança,FALSO,,Southampton,nao,FALSO
1,2,feminino,28.0,0,0,13.0,S,Segunda,mulher,FALSO,,Southampton,sim,VERDADEIRO
0,3,masculino,32.0,0,0,7925,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,2,masculino,31.0,1,1,26.25,S,Segunda,homem,VERDADEIRO,,Southampton,nao,FALSO
0,3,feminino,41.0,0,5,39.6875,S,Terceira,mulher,FALSO,,Southampton,nao,FALSO
0,3,masculino,,1,0,16.1,S,Terceira,homem,VERDADEIRO,,Southampton,nao,FALSO
0,3,masculino,20.0,0,0,7.8542,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,feminino,24.0,0,0,69.3,C,Primeira,mulher,FALSO,B,Cherbourg,sim,VERDADEIRO
0,3,feminino,2.0,3,2,27.9,S,Terceira,criança,FALSO,,Southampton,nao,FALSO
1,3,masculino,,0,0,56.4958,S,Terceira,homem,VERDADEIRO,,Southampton,sim,VERDADEIRO
1,3,feminino,0.75,2,1,19.2583,C,Terceira,criança,FALSO,,Cherbourg,sim,FALSO
1,1,masculino,48.0,1,0,76.7292,C,Primeira,homem,VERDADEIRO,D,Cherbourg,sim,FALSO
0,3,masculino,19.0,0,0,7.8958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,masculino,56.0,0,0,35.5,C,Primeira,homem,VERDADEIRO,A,Cherbourg,sim,VERDADEIRO
0,3,masculino,,0,0,7.55,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,3,feminino,23.0,0,0,7.55,S,Terceira,mulher,FALSO,,Southampton,sim,VERDADEIRO
0,3,masculino,,0,0,7.8958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,2,feminino,18.0,0,1,23.0,S,Segunda,mulher,FALSO,,Southampton,sim,FALSO
0,3,masculino,21.0,0,0,8.4333,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,3,feminino,,0,0,7.8292,Q,Terceira,mulher,FALSO,,Queenstown,sim,VERDADEIRO
0,3,feminino,18.0,0,0,6.75,Q,Terceira,mulher,FALSO,,Queenstown,nao,VERDADEIRO
0,2,masculino,24.0,2,0,73.5,S,Segunda,homem,VERDADEIRO,,Southampton,nao,FALSO
0,3,masculino,,0,0,7.8958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,feminino,32.0,1,1,15.5,Q,Terceira,mulher,FALSO,,Queenstown,nao,FALSO
0,2,masculino,23.0,0,0,13.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,1,masculino,58.0,0,2,113275,C,Primeira,homem,VERDADEIRO,D,Cherbourg,nao,FALSO
1,1,masculino,50.0,2,0,133.65,S,Primeira,homem,VERDADEIRO,,Southampton,sim,FALSO
0,3,masculino,40.0,0,0,7225,C,Terceira,homem,VERDADEIRO,,Cherbourg,nao,VERDADEIRO
0,1,masculino,47.0,0,0,25.5875,S,Primeira,homem,VERDADEIRO,E,Southampton,nao,VERDADEIRO
0,3,masculino,36.0,0,0,7.4958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,3,masculino,20.0,1,0,7925,S,Terceira,homem,VERDADEIRO,,Southampton,sim,FALSO
0,2,masculino,32.0,2,0,73.5,S,Segunda,homem,VERDADEIRO,,Southampton,nao,FALSO
0,2,masculino,25.0,0,0,13.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,,0,0,7775,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,43.0,0,0,8.05,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,feminino,,1,0,52.0,S,Primeira,mulher,FALSO,C,Southampton,sim,FALSO
1,2,feminino,40.0,1,1,39.0,S,Segunda,mulher,FALSO,,Southampton,sim,FALSO
0,1,masculino,31.0,1,0,52.0,S,Primeira,homem,VERDADEIRO,B,Southampton,nao,FALSO
0,2,masculino,70.0,0,0,10.5,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,2,masculino,31.0,0,0,13.0,S,Segunda,homem,VERDADEIRO,,Southampton,sim,VERDADEIRO
0,2,masculino,,0,0,0.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,18.0,0,0,7775,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,24.5,0,0,8.05,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,3,feminino,18.0,0,0,9.8417,S,Terceira,mulher,FALSO,,Southampton,sim,VERDADEIRO
0,3,feminino,43.0,1,6,46.9,S,Terceira,mulher,FALSO,,Southampton,nao,FALSO
1,1,masculino,36.0,0,1,512.3292,C,Primeira,homem,VERDADEIRO,B,Cherbourg,sim,FALSO
0,3,feminino,,0,0,8.1375,Q,Terceira,mulher,FALSO,,Queenstown,nao,VERDADEIRO
1,1,masculino,27.0,0,0,76.7292,C,Primeira,homem,VERDADEIRO,D,Cherbourg,sim,VERDADEIRO
0,3,masculino,20.0,0,0,9225,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,14.0,5,2,46.9,S,Terceira,criança,FALSO,,Southampton,nao,FALSO
0,2,masculino,60.0,1,1,39.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,FALSO
0,2,masculino,25.0,1,2,41.5792,C,Segunda,homem,VERDADEIRO,,Cherbourg,nao,FALSO
0,3,masculino,14.0,4,1,39.6875,S,Terceira,criança,FALSO,,Southampton,nao,FALSO
0,3,masculino,19.0,0,0,10.1708,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,18.0,0,0,7.7958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,feminino,15.0,0,1,211.3375,S,Primeira,criança,FALSO,B,Southampton,sim,FALSO
1,1,masculino,31.0,1,0,57.0,S,Primeira,homem,VERDADEIRO,B,Southampton,sim,FALSO
1,3,feminino,4.0,0,1,13.4167,C,Terceira,criança,FALSO,,Cherbourg,sim,FALSO
1,3,masculino,,0,0,56.4958,S,Terceira,homem,VERDADEIRO,,Southampton,sim,VERDADEIRO
0,3,masculino,25.0,0,0,7225,C,Terceira,homem,VERDADEIRO,,Cherbourg,nao,VERDADEIRO
0,1,masculino,60.0,0,0,26.55,S,Primeira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,2,masculino,52.0,0,0,13.5,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,44.0,0,0,8.05,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,3,feminino,,0,0,7.7333,Q,Terceira,mulher,FALSO,,Queenstown,sim,VERDADEIRO
0,1,masculino,49.0,1,1,110.8833,C,Primeira,homem,VERDADEIRO,C,Cherbourg,nao,FALSO
0,3,masculino,42.0,0,0,7.65,S,Terceira,homem,VERDADEIRO,F,Southampton,nao,VERDADEIRO
1,1,feminino,18.0,1,0,227525,C,Primeira,mulher,FALSO,C,Cherbourg,sim,FALSO
1,1,masculino,35.0,0,0,26.2875,S,Primeira,homem,VERDADEIRO,E,Southampton,sim,VERDADEIRO
0,3,feminino,18.0,0,1,14.4542,C,Terceira,mulher,FALSO,,Cherbourg,nao,FALSO
0,3,masculino,25.0,0,0,7.7417,Q,Terceira,homem,VERDADEIRO,,Queenstown,nao,VERDADEIRO
0,3,masculino,26.0,1,0,7.8542,S,Terceira,homem,VERDADEIRO,,Southampton,nao,FALSO
0,2,masculino,39.0,0,0,26.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,2,feminino,45.0,0,0,13.5,S,Segunda,mulher,FALSO,,Southampton,sim,VERDADEIRO
1,1,masculino,42.0,0,0,26.2875,S,Primeira,homem,VERDADEIRO,E,Southampton,sim,VERDADEIRO
1,1,feminino,22.0,0,0,151.55,S,Primeira,mulher,FALSO,,Southampton,sim,VERDADEIRO
1,3,masculino,,1,1,15.2458,C,Terceira,homem,VERDADEIRO,,Cherbourg,sim,FALSO
1,1,feminino,24.0,0,0,49.5042,C,Primeira,mulher,FALSO,C,Cherbourg,sim,VERDADEIRO
0,1,masculino,,0,0,26.55,S,Primeira,homem,VERDADEIRO,C,Southampton,nao,VERDADEIRO
1,1,masculino,48.0,1,0,52.0,S,Primeira,homem,VERDADEIRO,C,Southampton,sim,FALSO
0,3,masculino,29.0,0,0,9.4833,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,2,masculino,52.0,0,0,13.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,19.0,0,0,7.65,S,Terceira,homem,VERDADEIRO,F,Southampton,nao,VERDADEIRO
1,1,feminino,38.0,0,0,227525,C,Primeira,mulher,FALSO,C,Cherbourg,sim,VERDADEIRO
1,2,feminino,27.0,0,0,10.5,S,Segunda,mulher,FALSO,E,Southampton,sim,VERDADEIRO
0,3,masculino,,0,0,15.5,Q,Terceira,homem,VERDADEIRO,,Queenstown,nao,VERDADEIRO
0,3,masculino,33.0,0,0,7775,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,2,feminino,6.0,0,1,33.0,S,Segunda,criança,FALSO,,Southampton,sim,FALSO
0,3,masculino,17.0,1,0,7.0542,S,Terceira,homem,VERDADEIRO,,Southampton,nao,FALSO
0,2,masculino,34.0,0,0,13.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,2,masculino,50.0,0,0,13.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,masculino,27.0,1,0,53.1,S,Primeira,homem,VERDADEIRO,E,Southampton,sim,FALSO
0,3,masculino,20.0,0,0,8.6625,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,2,feminino,30.0,3,0,21.0,S,Segunda,mulher,FALSO,,Southampton,sim,FALSO
1,3,feminino,,0,0,7.7375,Q,Terceira,mulher,FALSO,,Queenstown,sim,VERDADEIRO
0,2,masculino,25.0,1,0,26.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,FALSO
0,3,feminino,25.0,1,0,7925,S,Terceira,mulher,FALSO,,Southampton,nao,FALSO
1,1,feminino,29.0,0,0,211.3375,S,Primeira,mulher,FALSO,B,Southampton,sim,VERDADEIRO
0,3,masculino,11.0,0,0,18.7875,C,Terceira,criança,FALSO,,Cherbourg,nao,VERDADEIRO
0,2,masculino,,0,0,0.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,2,masculino,23.0,0,0,13.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,2,masculino,23.0,0,0,13.0,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,28.5,0,0,16.1,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,feminino,48.0,1,3,34375,S,Terceira,mulher,FALSO,,Southampton,nao,FALSO
1,1,masculino,35.0,0,0,512.3292,C,Primeira,homem,VERDADEIRO,B,Cherbourg,sim,VERDADEIRO
0,3,masculino,,0,0,7.8958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,,0,0,7.8958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,masculino,,0,0,30.0,S,Primeira,homem,VERDADEIRO,D,Southampton,sim,VERDADEIRO
0,1,masculino,36.0,1,0,78.85,S,Primeira,homem,VERDADEIRO,C,Southampton,nao,FALSO
1,1,feminino,21.0,2,2,262375,C,Primeira,mulher,FALSO,B,Cherbourg,sim,FALSO
0,3,masculino,24.0,1,0,16.1,S,Terceira,homem,VERDADEIRO,,Southampton,nao,FALSO
1,3,masculino,31.0,0,0,7925,S,Terceira,homem,VERDADEIRO,,Southampton,sim,VERDADEIRO
0,1,masculino,70.0,1,1,71.0,S,Primeira,homem,VERDADEIRO,B,Southampton,nao,FALSO
0,3,masculino,16.0,1,1,20.25,S,Terceira,homem,VERDADEIRO,,Southampton,nao,FALSO
1,2,feminino,30.0,0,0,13.0,S,Segunda,mulher,FALSO,,Southampton,sim,VERDADEIRO
0,1,masculino,19.0,1,0,53.1,S,Primeira,homem,VERDADEIRO,D,Southampton,nao,FALSO
0,3,masculino,31.0,0,0,7.75,Q,Terceira,homem,VERDADEIRO,,Queenstown,nao,VERDADEIRO
1,2,feminino,4.0,1,1,23.0,S,Segunda,criança,FALSO,,Southampton,sim,FALSO
1,3,masculino,6.0,0,1,12475,S,Terceira,criança,FALSO,E,Southampton,sim,FALSO
0,3,masculino,33.0,0,0,9.5,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,23.0,0,0,7.8958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,2,feminino,48.0,1,2,65.0,S,Segunda,mulher,FALSO,,Southampton,sim,FALSO
1,2,masculino,0.67,1,1,14.5,S,Segunda,criança,FALSO,,Southampton,sim,FALSO
0,3,masculino,28.0,0,0,7.7958,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,2,masculino,18.0,0,0,11.5,S,Segunda,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,34.0,0,0,8.05,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
1,1,feminino,33.0,0,0,86.5,S,Primeira,mulher,FALSO,B,Southampton,sim,VERDADEIRO
0,3,masculino,,0,0,14.5,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
0,3,masculino,41.0,0,0,7125,S,Terceira,homem,VERDADEIRO,,Southampton,nao,VERDADEIRO
